Organism Name,Region,Average_lifespan_days,Tip_Name,Genome_size_bp,AA_OE,AT_OE,AG_OE,AC_OE,TA_OE,TT_OE,TG_OE,TC_OE,GA_OE,GT_OE,GG_OE,GC_OE,CA_OE,CT_OE,CG_OE,CC_OE,CA_and_TG_OE,AC_and_GT_OE,AG_and_CT_OE,GA_and_TC_OE,AA_and_TT_OE,CC_and_GG_OE
Tachypleus tridentatus,genome,5475.0,Tachypleus_tridentatus_ott511975,2167470406.0,,0.877913,,,0.879755,,,,,,,0.934025,,,0.634425,,1.179253456641188,1.1056466358893648,1.0015035693060905,0.924224482128791,1.06812837301788,1.0066459460168786
Acanthoscurria geniculata,genome,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,,0.896443,,,0.74156,,,,,,,1.014518,,,0.757147,,1.1923718122407247,0.9906631279002304,0.960868246903614,0.9895898747194454,1.136148378427564,1.0148246612288565
Radopholus similis,genome,166.0416667,Radopholus_similis_ott186666,50549199.0,,0.984978,,,0.571345,,,,,,,1.169951,,,0.969209,,1.123969575743443,0.8021243893972287,0.8605105097620868,1.0038928035206403,1.3149461805116243,1.0482742873957265
Dipetalonema caudispina,genome,692.475,Dipetalonema_caudispina_ott5926603,81585392.0,,0.946057,,,0.736506,,,,,,,1.141868,,,0.912667,,1.1389932908778828,0.849423047910679,0.9026295874374468,1.0918982472925312,1.1624428790417556,0.9922461356356562
Wuchereria bancrofti,genome,5196.632813,Wuchereria_bancrofti_ott245091,88416250.0,,0.92368,,,0.740451,,,,,,,1.209227,,,0.890584,,1.1473781104171297,0.8596486930006123,0.9099570254515713,1.0661521952648214,1.1714080320800169,0.9706016665208346
Brugia pahangi,genome,1956.135,Brugia_pahangi_ott510894,96392917.0,,0.936226,,,0.759067,,,,,,,1.222381,,,0.848458,,1.1482008401997041,0.8502703721559486,0.9173690517068133,1.067432416505,1.1556590994592726,0.9857512499819021
Dirofilaria repens,genome,2653.2,Dirofilaria_repens_ott232965,99578628.0,,0.989265,,,0.76227,,,,,,,1.258641,,,1.001585,,1.1327740445864527,0.7860314010654059,0.8854664169095037,1.1342285897645847,1.1359518164093696,0.9505892541431675
Aphidius ervi,genome,18.0,Aphidius_ervi_ott472057,144532283.0,,0.945304,,,0.788548,,,,,,,1.16644,,,0.953241,,1.185824908617915,0.9243013718144334,0.7805471166809241,0.9675982544746113,1.1577763233958307,1.143450499668097
Diadegma semiclausum,genome,59.7,Diadegma_semiclausum_ott75925,168496476.0,,0.946752,,,0.635198,,,,,,,1.076345,,,1.41428,,0.9498013287162428,0.8549963039808364,0.8254927662405755,1.1633453209294842,1.2821789965086583,0.9002131037097851
Hirudo medicinalis,genome,1213.25,Hirudo_medicinalis_ott954042,187546627.0,,1.037025,,,0.723899,,,,,,,1.022892,,,0.873096,,1.1976915724873036,0.8777831397784001,0.8574298753887976,1.0930103191393152,1.11225104476494,1.0289914844787829
Dipylidium caninum,genome,379.5642857,Dipylidium_caninum_ott242958,109012297.0,,0.898897,,,0.710021,,,,,,,1.005397,,,0.907669,,1.0796380000898889,0.9288071071024103,0.9864071439721669,1.0519329393556829,1.175114195166631,1.016672803091338
Pomphorhynchus laevis,genome,224.5,Pomphorhynchus_laevis_ott579818,253271445.0,,1.02673,,,0.884134,,,,,,,1.155562,,,1.086597,,1.0483076592764653,0.8869663044478157,0.8989755839281509,1.026250487931006,1.0790194248239124,1.020121889609336
Archegozetes longisetosus,genome,280.0,Archegozetes_longisetosus_ott518198,141846319.0,,0.93354,,,0.80131,,,,,,,1.093646,,,0.885294,,1.1021384261642395,0.9076318359457667,0.9962932133232275,1.0976877095858664,1.1093972995887376,0.8944464165132702
Angiostrongylus cantonensis,genome,737.13,Angiostrongylus_cantonensis_ott516791,293306699.0,,0.927316,,,0.75063,,,,,,,1.038634,,,0.969421,,1.0920108172698966,0.9429628360401674,0.9804853604986333,1.0803972042453813,1.1270084461732928,0.9284539451090782
Anentome helena,genome,1642.5,Clea_helena_ott2901697,331994715.0,,0.887784,,,0.72515,,,,,,,0.985855,,,0.471296,,1.2789429983215,0.9786955396466805,1.0959226514241645,1.00352672450777,1.0567948747724911,1.0381647070582385
Danaus plexippus,genome,69.83,Danaus_plexippus_plexippus_ott532411,245173502.0,,0.969722,,,0.926594,,,,,,,1.090369,,,1.136036,,1.0288580683618516,0.994232860965886,0.8814214854955733,0.9377034912812752,1.0892620044388142,1.053102503807937
Moniezia expansa,genome,346.9875,Moniezia_expansa_ott416825,142225902.0,,0.92206,,,0.742039,,,,,,,1.116785,,,0.813641,,1.1046247217388352,0.8665937484857618,1.0144041366315548,1.0600533332768571,1.1534589552021919,0.9988017144332799
Bradysia odoriphaga,genome,29.81,Bradysia_odoriphaga_ott4489873,362665999.0,,0.914859,,,0.733102,,,,,,,1.052525,,,1.136081,,1.0985671349852075,0.9643511370266341,0.8339930456942064,1.0162043565643837,1.200975288558301,0.981337729231237
Pomacea maculata,genome,1095.0,Pomacea_maculata_ott4159401,432264763.0,,0.863378,,,0.740142,,,,,,,1.01596,,,0.641619,,1.2344698544277224,1.0164085450351201,1.0260541426534882,0.9883669955936201,1.1076206378098776,0.9770419453396467
Hirudo verbana,genome,1095.0,Hirudo_verbana_ott1037686,234989291.0,,0.976197,,,0.696879,,,,,,,1.126072,,,0.919423,,1.1435166980570803,0.8583756751420901,0.898163936078601,1.0514302129616049,1.179319525806748,1.0143297184834834
Semibalanus balanoides,genome,2555.0,Semibalanus_balanoides_ott374192,486009102.0,,0.995153,,,0.803066,,,,,,,1.070537,,,0.913102,,1.1377169529920756,0.9608025238422115,0.9156960896788463,0.9482048717996483,1.1181199787996745,1.0286682119193507
Lanistes nyassanus,genome,3650.0,Lanistes_nyassanus_ott468252,507389202.0,,0.852214,,,0.740715,,,,,,,1.029373,,,0.685246,,1.220572783076374,1.016451108522389,1.0246435084222805,0.9672080417528821,1.1166362519823518,0.9919983002849505
Marisa cornuarietis,genome,534.0,Marisa_cornuarietis_ott370521,535287142.0,,0.862261,,,0.761862,,,,,,,1.026552,,,0.651679,,1.2351737578238031,1.0328868466418808,1.035004920605157,0.9777050414637124,1.0907241815150384,0.9581529535624206
Culex quinquefasciatus,genome,91.42,Culex_quinquefasciatus_quinquefasciatus_ott726795,573214445.0,,0.848421,,,0.642117,,,,,,,1.082936,,,1.050425,,1.07792914693848,0.8919231873693076,0.8160797910238324,0.982972403445001,1.322303229955643,1.130919212093986
Pinna nobilis,genome,9344.0,Pinna_nobilis_ott31389,586482770.0,,0.955242,,,0.81579,,,,,,,0.910388,,,0.65768,,1.1982748096886084,1.00286418881685,0.9396853282213666,0.9943184997105522,1.0768391461815963,1.0946741680508374
Acanthopleura granulata,genome,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,,0.942263,,,0.801009,,,,,,,0.994112,,,0.642439,,1.2562205414510685,1.0330662721275847,0.9575990824807398,0.9481907224190544,1.0639366775865373,1.034052315180747
Watasenia scintillans,genome,395.4166667,Watasenia_scintillans_ott1054846,649175396.0,,0.989181,,,0.774392,,,,,,,0.889676,,,0.670546,,1.1602057026525971,0.9033579016608435,0.9659932071747034,1.1043519062271607,1.081844297814924,1.0966186194117657
Lepeophtheirus salmonis,genome,212.85,Lepeophtheirus_salmonis_salmonis_ott5791780,647212781.0,,0.940168,,,0.824634,,,,,,,0.950648,,,0.681167,,1.083070625366835,0.8934889711486159,0.9457427655925851,1.015076986027171,1.1315756027385677,1.2542975303687753
Parelaphostrongylus tenuis,genome,2375.1,Parelaphostrongylus_tenuis_ott348533,490900720.0,,0.934369,,,0.747388,,,,,,,1.098471,,,0.974835,,1.1006325133923711,0.9194688564294206,0.9967664991211244,1.0952771454413506,1.1216306409306696,0.8794739929860231
Lamellibrachia luymesi,genome,85045.0,Lamellibrachia_luymesi_ott12657,687706213.0,,0.990374,,,0.857443,,,,,,,1.03258,,,0.760675,,1.2871465634215393,1.0967901517293275,0.8948656649750208,0.9027136117234487,1.0151657540859014,0.9681843572006127
Schistocephalus solidus,genome,398.6625,Schistocephalus_solidus_ott1064216,625207408.0,,0.923667,,,0.787455,,,,,,,1.060143,,,0.869621,,1.0992891700136784,0.937583082637702,0.9837580614571548,0.9978488014337256,1.1372854715005578,1.0231962841597033
Eudrilus eugeniae,genome,1095.0,Eudrilus_eugeniae_ott522303,475020277.0,,0.942343,,,0.746935,,,,,,,1.040948,,,0.872566,,1.14303214471695,0.9489471611448648,0.9764151485295408,1.0457554032495047,1.1130696633379382,0.9662071224793691
Batillaria attramentaria,genome,3650.0,Troschelvindex_candeana_ott7947181,715684482.0,,0.810197,,,0.691117,,,,,,,0.932929,,,0.731413,,1.2853653793838604,1.1302094225417776,0.9474556343566236,0.9387873423728539,1.1266635236419644,0.982187981075288
Nautilus pompilius,genome,6326.666667,Nautilus_pompilius_ott616359,729019367.0,,0.884318,,,0.769013,,,,,,,1.063486,,,0.611647,,1.1561434863977111,0.9258177906115062,1.0289912029507051,0.998187468709537,1.1417924351521667,1.0680023702866817
Streblospio benedicti,genome,385.3333333,Streblospio_benedicti_ott58635,701453095.0,,0.998249,,,0.826606,,,,,,,1.058374,,,0.644494,,1.2640997739293907,0.997196888312631,0.9062074932131898,0.9201731942035015,1.060780401848767,1.07685680747129
Cyclina sinensis,genome,2555.0,Cyclina_sinensis_ott39264,903119975.0,,0.893519,,,0.797252,,,,,,,1.005867,,,0.607848,,1.207854312456345,1.0118186207825683,0.9729173203839445,0.9621098929934114,1.1144117624159326,1.0443090220437659
Argopecten irradians concentricus,genome,694.5138889,Argopecten_irradians_concentricus_ott1078205,874784041.0,,0.991862,,,0.883503,,,,,,,0.873187,,,0.713933,,1.1895954750948565,1.047673682525109,0.9026130763135914,0.9563285241017824,1.0356821552229833,1.1195514783305018
Elysia marginata,genome,270.0,Elysia_marginata_ott649165,790322091.0,,0.843405,,,0.790678,,,,,,,1.054257,,,0.663648,,1.0992792054849196,0.9409815511831053,1.076280670588364,1.0094071049538225,1.146729817038309,1.0315774956992205
Cryptolaemus montrouzieri,genome,81.71,Cryptolaemus_montrouzieri_ott1076877,988020473.0,,0.981162,,,0.767613,,,,,,,0.95361,,,0.887305,,1.105385468754153,0.8883093241438643,0.9354595547375368,1.1170167022078454,1.113244744814699,1.0364496175447948
Crassostrea ariakensis,genome,4745.0,Crassostrea_ariakensis_ott1063880,663145247.0,,0.951779,,,0.820703,,,,,,,0.980827,,,0.748311,,1.1557761928333394,0.9672984447420533,0.8984537971760593,0.9694962491402214,1.1160223568188936,1.144314761368627
Amphibalanus amphitrite,genome,2190.0,Amphibalanus_amphitrite_ott186242,807604242.0,,0.982024,,,0.774904,,,,,,,1.060302,,,0.950959,,1.0995776977963634,0.9408699887011371,0.924533729425789,0.974950914386861,1.1512818869655956,1.0246973190769397
Magicicada septendecim,genome,6205.0,Magicicada_septendecim_ott427477,1126058101.0,,0.885173,,,0.871093,,,,,,,1.010755,,,0.894735,,1.1175293024343003,1.0737318295385778,0.9490445111201661,0.929131679432264,1.1027354439422385,0.9842257687702142
Plakobranchus ocellatus,genome,152.0833333,Plakobranchus_ocellatus_ott462112,927888823.0,,0.880478,,,0.755953,,,,,,,1.076081,,,0.613712,,1.1142938306908527,0.8737102320670492,1.0756997160767787,1.0578113905369881,1.1479384604937097,1.0460417295879942
Sinonovacula constricta,genome,1825.0,Sinonovacula_constricta_ott1064443,1220848272.0,,0.954176,,,0.866338,,,,,,,1.039543,,,0.65626,,1.2381894463617613,1.0531985216528192,0.9260063078796424,0.9024486232725966,1.0571384346421724,1.0419630585272506
Callinectes sapidus,genome,2920.0,Callinectes_sapidus_ott182906,997995872.0,,0.837406,,,0.77737,,,,,,,0.806349,,,0.532541,,1.1110746192717829,0.9741558909431619,1.1370803042443869,1.08901663047475,1.0875324164704663,1.0999623670955323
Dreissena rostriformis,genome,4988.333333,Dreissena_rostriformis_compressa_ott4160794,1241703712.0,,0.975096,,,0.841578,,,,,,,1.093829,,,0.88885,,1.2241292060507862,1.0446297024000206,0.8374206941451747,0.907147785494241,1.0881003007949468,0.9961946890861293
Aporrectodea caliginosa,genome,1095.0,Aporrectodea_caliginosa_caliginosa_ott7487297,1111828997.0,,0.992586,,,0.855868,,,,,,,1.063897,,,0.798802,,1.1442178718632892,0.9534150443715639,1.0018251419779698,1.0145392292109856,1.0374805037716481,0.9838109627859465
Mytilus coruscus,genome,8881.666667,Mytilus_unguiculatus_ott362065,1566529938.0,,0.934619,,,0.808883,,,,,,,0.944885,,,0.68762,,1.1995143025915171,1.00683395748932,0.8943207641256621,0.9634199861421457,1.1128528132856261,1.1170334215362552
Haliotis laevigata,genome,5475.0,Haliotis_laevigata_ott780536,1762655385.0,,0.989048,,,0.816048,,,,,,,0.895566,,,0.666402,,1.2861822148879476,1.080023821592511,0.9265745483917897,0.9806345283878658,1.0066861863368985,1.0131268038245542
Penaeus japonicus,genome,1079.791667,Penaeus_japonicus_ott5787510,1705010926.0,,1.364724,,,1.257007,,,,,,,0.785869,,,0.645462,,1.0005530560244003,0.8612743142600524,1.0648409216805113,1.1302265894489965,0.674157310085579,1.2303094848243648
Mytilus edulis,genome,5028.888889,Mytilus_edulis_ott499751,1651231726.0,,0.935784,,,0.814289,,,,,,,0.938696,,,0.725475,,1.1940238224268025,1.015822096324175,0.8826029148799003,0.9590769964098171,1.1126744962811665,1.1139151894045016
Tachypleus gigas,genome,6570.0,Tachypleus_gigas_ott511978,1830813321.0,,0.881118,,,0.892203,,,,,,,0.936207,,,0.645726,,1.17705141312427,1.115172765388517,0.9990190682528064,0.915058218863045,1.0615486255934685,1.0035986501685044
Chionoecetes opilio,genome,2664.5,Chionoecetes_opilio_ott604254,2002919378.0,,0.902318,,,0.885179,,,,,,,0.812445,,,0.599115,,1.0606919120597453,0.9711915977689809,1.0607985988450965,0.9948380445290446,1.0743586806326706,1.2341678578503399
Penaeus indicus,genome,949.0,Penaeus_indicus_ott812818,1930301436.0,,1.300886,,,1.200616,,,,,,,0.788505,,,0.648732,,1.017359245922371,0.8877883835421417,1.0662910867841437,1.1189265165524114,0.7243837396664273,1.1992782385709468
Dreissena polymorpha,genome,2707.083333,Dreissena_polymorpha_polymorpha_ott154694,1798009535.0,,0.968992,,,0.846771,,,,,,,1.092592,,,0.840282,,1.2083951561569473,1.0272446870839262,0.8581767462486278,0.9025847144373776,1.093089230454215,1.0368931519587257
