Gene_Length_Including_N,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number
111837642.0,110109770,30530536,30426126,24582431,24571571,10119337,1.195408,0.091902,7685924,0.911062,0.069802,6278780,0.921189,0.057023,6446239,0.946176,0.058544,6301000,0.746898,0.057225,10052343,1.195658,0.091294,7406765,1.09041,0.067267,6665767,0.981756,0.060537,6687433,0.981145,0.060734,6427041,0.946177,0.058369,4986176,0.908554,0.045284,6481588,1.181562,0.058865,7422522,1.089474,0.06741,6260559,0.922075,0.056857,5910516,1.077459,0.053678,4977780,0.907826,0.045207,0.2772713821796588,0.2763231543131916,0.2232520457782363,0.2231534177289131,genome,GCA_000612645.2_T_muris_v2,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris,Trichuris muris,156.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143726002.0,142570582,41351058,41332481,29928813,29960672,14504339,1.209399,0.101734,11584902,0.966405,0.081257,7753837,0.893275,0.054386,7507292,0.863953,0.052657,9215063,0.768714,0.064635,14490698,1.209348,0.101639,9679413,1.115611,0.067892,7946547,0.914914,0.055738,7937347,0.914416,0.055673,7497396,0.86412,0.052587,6601507,1.050773,0.046303,7891980,1.254844,0.055355,9693575,1.115554,0.067991,7758746,0.893292,0.05442,5893673,0.937108,0.041339,6614267,1.050566,0.046393,0.2900342353683962,0.2899039372272836,0.209919184992527,0.2101426424117931,genome,GCA_000001215.4_Release_6_plus_ISO1_MT,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,69.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169104283.0,166294403,47234400,47249975,35909271,35921109,15349674,1.14437,0.092304,12115581,0.902959,0.072856,10279112,1.008033,0.061813,9484741,0.929825,0.057036,9734748,0.725519,0.058539,15359562,1.144352,0.092364,12083207,1.184562,0.072662,10066915,0.986573,0.060537,10059626,0.986508,0.060493,9481438,0.929501,0.057016,7664588,0.988689,0.04609,8698923,1.121742,0.05231,12084922,1.184731,0.072672,10288111,1.00825,0.061867,5877567,0.757923,0.035344,7665688,0.988179,0.046097,0.2840060702972505,0.2840997180316322,0.2159115166901457,0.2159826949809714,genome,GCA_001693075.2_ASM169307v2,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia saginata,9332.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
168679183.0,164392028,46721961,46740542,35475527,35468031,15195413,1.144525,0.092434,11984346,0.902307,0.072901,10165160,1.008368,0.061835,9373187,0.930002,0.057017,9639221,0.725742,0.058636,15204913,1.14433,0.092492,11929980,1.182965,0.07257,9962606,0.988091,0.060603,9954664,0.987487,0.060554,9385243,0.930632,0.057091,7564663,0.988295,0.046016,8567758,1.119583,0.052118,11928796,1.183568,0.072563,10162315,1.007898,0.061818,5812511,0.759544,0.035358,7561252,0.988267,0.045995,0.2841863658542369,0.2842993848018778,0.2157799218849966,0.2157343274588885,genome,GCA_001693035.2_Taenia_asiatica_TASYD01_v1,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia asiatica,10054.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
168943216.0,162456471,51678793,51670787,29578502,29528481,18625703,1.132988,0.11465,15418644,0.938051,0.094909,9283322,0.986626,0.057143,8351096,0.889053,0.051405,12844832,0.781463,0.079066,18621841,1.133105,0.114627,10381993,1.103563,0.063906,9822094,1.045816,0.06046,9839608,1.045747,0.060568,8367089,0.889387,0.051504,5672250,1.053272,0.034916,5699536,1.060131,0.035083,10368624,1.103838,0.063824,9263189,0.986306,0.05702,4240918,0.788824,0.026105,5655732,1.053766,0.034814,0.3181083733748571,0.3180590925095466,0.1820702189790879,0.1817623151365082,genome,GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
122994328.0,122580790,37747551,37674351,23551707,23607210,14779920,1.271502,0.120573,10341922,0.891434,0.084368,6676278,0.920547,0.054464,5949424,0.818397,0.048535,7176931,0.618624,0.058549,14732871,1.272385,0.120189,7451617,1.029449,0.060789,8312921,1.145739,0.067816,8308751,1.145637,0.067782,5920314,0.817898,0.048297,4447502,0.982865,0.036282,4875132,1.074835,0.039771,7481940,1.029209,0.061037,6679238,0.920575,0.054488,4976306,1.097142,0.040596,4469723,0.983137,0.036463,0.3079401109238795,0.3073429538760057,0.1921320741053296,0.1925848610947851,genome,GCA_003052745.1_Sp34_v7,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis inopinata,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220777669.0,214481210,60249977,60194445,47031331,47034223,21510029,1.271256,0.100289,15469523,0.915102,0.072125,10847042,0.821245,0.050573,12417351,0.940078,0.057895,11749884,0.695066,0.054783,21471698,1.271333,0.10011,13823782,1.047584,0.064452,13139949,0.995701,0.061264,13145392,0.995257,0.061289,12406787,0.940202,0.057846,10559366,1.024163,0.049232,10913015,1.058399,0.050881,13835422,1.047435,0.064506,10840397,0.821449,0.050542,11794524,1.143892,0.054991,10557049,1.023812,0.049221,0.2808726107917703,0.2806137323888377,0.2192500874644636,0.2192635693549282,genome,GCA_000441895.2_AS2,Arthropoda (Mandibulata),Insecta,Diptera,Culicidae,Anopheles,Anopheles sinensis,16.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235376169.0,215422472,72398913,72330056,35369282,35337397,26422234,1.086049,0.122653,24025474,0.988474,0.111527,9632968,0.810487,0.044717,12313960,1.036992,0.057162,19022253,0.782628,0.088302,26380092,1.086383,0.122457,15334304,1.291407,0.071182,11589111,0.976879,0.053797,11624093,0.978014,0.05396,12317030,1.037302,0.057176,5268512,0.90736,0.024457,6157131,1.061358,0.028582,15326121,1.290654,0.071144,9603086,0.809472,0.044578,5131413,0.884546,0.02382,5274690,0.910064,0.024485,0.3360581856907915,0.3357385682057595,0.1641756242680877,0.1640276218353612,genome,GCA_000326865.1_Helobdella_robusta_v1.0,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140141882.0,139886354,41559736,41496346,28424046,28420278,14857266,1.203527,0.10621,12243910,0.993345,0.087528,7156502,0.847627,0.051159,7298394,0.864547,0.052174,9953338,0.807511,0.071153,14816042,1.203858,0.105915,6980541,0.828049,0.049902,9742787,1.155866,0.069648,9755866,1.155499,0.069741,7287747,0.86449,0.052098,5254607,0.909978,0.037563,6122455,1.06041,0.043767,6989633,0.827972,0.049967,7144924,0.847661,0.051077,9028995,1.563824,0.064545,5253347,0.910001,0.037554,0.2970665860683778,0.2966134780194991,0.2031734346789529,0.2031465012331701,genome,GCA_003055095.1_ASM305509v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Bethylidae,Goniozus,Goniozus legneri,110.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283439308.0,277739405,78976493,79089975,59788715,59884414,25246618,1.124205,0.0909,21037198,0.93542,0.075744,17017252,1.000946,0.061271,15675371,0.920543,0.056439,16750594,0.744816,0.06031,25337922,1.125035,0.091229,18493446,1.086214,0.066586,18507962,1.085329,0.066638,18451179,1.085288,0.066433,15657804,0.919662,0.056376,12759467,0.991362,0.04594,12920219,1.002247,0.046519,18528051,1.088068,0.06671,17057005,1.000243,0.061414,11518509,0.893514,0.041472,12780808,0.989849,0.046017,0.2843544595479484,0.2847630509091579,0.2152689628911645,0.2156135266517291,genome,GCA_000469685.2_haemonchus_contortus_MHCO3ISE_4.0,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus,Haemonchus contortus,829.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
313092710.0,300869431,85133525,85167059,65294335,65306691,28001555,1.162658,0.093069,22459824,0.932191,0.07465,17940364,0.971239,0.059628,16725741,0.905311,0.055591,17287894,0.717531,0.05746,28023211,1.162641,0.093141,20237913,1.09519,0.067265,19611823,1.061108,0.065184,19606839,1.061457,0.065167,16730670,0.905393,0.055608,13813672,0.975055,0.045913,15133365,1.068005,0.050299,20230605,1.095019,0.06724,17947206,0.971043,0.059651,13292471,0.938088,0.04418,13826278,0.975575,0.045954,0.2829281139439566,0.2830395590106679,0.2169956318944255,0.2170366951509498,genome,GCA_000688135.1_Acey_2013.11.30.genDNA,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Ancylostoma,Ancylostoma ceylanicum,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
333283208.0,276604289,82561421,82442910,55831156,55823136,26707054,1.084179,0.096553,25606473,1.040995,0.092574,15239515,0.914844,0.055095,14991034,0.900056,0.054197,18628760,0.757326,0.067348,26611477,1.083408,0.096208,20007845,1.202818,0.072334,17179279,1.032921,0.062108,17190949,1.03199,0.06215,14985742,0.900903,0.054178,11095271,0.98495,0.040112,12547570,1.114034,0.045363,20018995,1.201933,0.072374,15221927,0.915233,0.055031,9478658,0.841561,0.034268,11093740,0.985097,0.040107,0.2984234509111975,0.2979950854450685,0.2018052262191733,0.2017762374245606,genome,GCA_000328365.1_Capca1,Annelida,Polychaeta,Scolecida,Capitellidae,Capitella,Capitella teleta,121.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317115901.0,298589400,89836154,89507290,59539161,59758764,32198220,1.191668,0.107834,24951694,0.926864,0.083565,16576478,0.925687,0.055516,16095283,0.895512,0.053904,19325127,0.717858,0.064721,31969573,1.191916,0.107069,19652615,1.101501,0.065818,18548033,1.03577,0.062119,18539927,1.035332,0.062092,15980483,0.895683,0.05352,10557846,0.889601,0.035359,14450920,1.213156,0.048397,19755702,1.099171,0.066163,16593117,0.926603,0.055572,12741032,1.069611,0.042671,10653350,0.891063,0.035679,0.3008161739306787,0.299714973513934,0.1993667561844052,0.200102096370982,genome,GCA_000803305.1_Toxocara_canis_adult_r1.0,Nematoda,Chromadorea,Rhabditida,Toxocaridae,Toxocara,Toxocara canis,2646.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332875813.0,322727142,92582140,92780019,68711908,68753343,30857683,1.162557,0.095615,24433760,0.918574,0.07571,19442111,0.986937,0.060243,17823281,0.904215,0.055227,19143382,0.719685,0.059318,30964876,1.161624,0.095948,21655709,1.096961,0.067102,20987583,1.062477,0.065032,20936463,1.062795,0.064874,17858028,0.904591,0.055335,14249680,0.974645,0.044154,15643442,1.06933,0.048473,21616105,1.096634,0.06698,19497622,0.987049,0.060415,13342187,0.912025,0.041342,14275230,0.975216,0.044233,0.2867852515992988,0.2873982076057296,0.2128440952396204,0.212972445555351,genome,GCA_000816745.1_A_duodenale_2.2.ec.cg.pg,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Ancylostoma,Ancylostoma duodenale,3049.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353056831.0,315514858,103453575,103397245,54355335,54362465,38830955,1.14513,0.123072,30714527,0.906269,0.097347,16464170,0.924102,0.052182,17425892,0.977953,0.05523,29066982,0.857656,0.092126,38792217,1.145235,0.122949,18245421,1.024638,0.057827,17274240,0.969971,0.054749,17286331,0.970248,0.054788,17413415,0.977914,0.05519,10049368,1.07355,0.031851,9597770,1.025172,0.030419,18250774,1.024246,0.057844,16459284,0.92421,0.052166,9587554,1.024081,0.030387,10055958,1.073972,0.031872,0.3278322635501591,0.3276537603770615,0.1722456909688929,0.1722682851038864,genome,GCA_000699045.2_Apla_2.0,Arthropoda (Mandibulata),Insecta,Coleoptera,Buprestidae,Agrilus,Agrilus planipennis,152.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359505668.0,298874851,99694767,99731041,49737042,49732137,35556878,1.069367,0.118969,32052272,0.963616,0.107243,15951370,0.961598,0.053371,16127574,0.972316,0.053961,27496958,0.826666,0.092002,35565325,1.068843,0.118997,19610498,1.181752,0.065614,17052233,1.027689,0.057055,17044737,1.02751,0.05703,16136143,0.972383,0.05399,8996514,1.087082,0.030101,7555721,0.913076,0.025281,19590056,1.181066,0.065546,15970749,0.962511,0.053436,5175220,0.625403,0.017316,8992603,1.086824,0.030088,0.3335444598808209,0.3336658202300328,0.1664030651674997,0.1663866547216464,genome,GCA_000327385.1_Helro1,Mollusca,Gastropoda,Lottioidea,Lottiidae,Lottia,Lottia gigantea,6077.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406282338.0,388946679,123612537,123709110,70855717,70800265,43391846,1.104695,0.111562,36673151,0.932917,0.094288,21672659,0.962574,0.055721,21865545,0.971901,0.056217,31525111,0.801958,0.081053,43460109,1.104706,0.111738,27487541,1.219884,0.070672,21227260,0.942793,0.054576,21247938,0.94371,0.054629,21913640,0.972517,0.056341,14258313,1.104784,0.036659,13429514,1.041381,0.034528,27438803,1.219627,0.070546,21652752,0.961691,0.05567,7430905,0.576224,0.019105,14271592,1.107546,0.036693,0.3177882936810229,0.3180365675991099,0.1821588485233941,0.1820162901964729,genome,GCA_001039355.2_LinAna2.0,Brachiopoda,Lingulata,Lingulida,Lingulidae,Lingula,Lingula anatina,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436474819.0,435760894,141470154,141654865,76338949,76305383,54470069,1.186024,0.125,42145018,0.916463,0.096716,22063498,0.890284,0.050632,22788605,0.919947,0.052296,37311409,0.811354,0.085624,54615591,1.186093,0.125334,27264338,1.098708,0.062567,22460581,0.905523,0.051543,22451753,0.90595,0.051523,22809069,0.919168,0.052343,13248352,0.990683,0.030403,17828529,1.333765,0.040914,27233886,1.099397,0.062497,22082316,0.890273,0.050675,13761503,1.029508,0.03158,13226377,0.98991,0.030352,0.324644570976264,0.3250684442926781,0.1751820058588746,0.1751049788721832,genome,GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353187871.0,347916398,121689438,121714864,52258420,52258871,46765598,1.098775,0.134416,42596426,1.000609,0.122433,13540779,0.740836,0.03892,18784843,1.027738,0.053992,40271895,0.946005,0.115752,46792999,1.098959,0.134495,18554535,1.014935,0.05333,16093684,0.880318,0.046257,16092596,0.88045,0.046254,18786157,1.027604,0.053996,8692509,1.107441,0.024984,8686319,1.106642,0.024967,18557581,1.015305,0.053339,13537522,0.740497,0.03891,11469759,1.461255,0.032967,8693196,1.107509,0.024986,0.3497610968917356,0.3498341765755252,0.1502017151318343,0.1502030114009049,genome,GCA_003268045.1_YSA_version1,Arthropoda (Mandibulata),Insecta,Hemiptera,Aphididae,Sipha,Sipha flava,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489347612.0,303317969,100966519,100894641,51554947,50307227,38589968,1.151272,0.127226,30890905,0.922239,0.101843,16472852,0.962452,0.054309,14887887,0.891422,0.049083,26771754,0.799263,0.088263,38544306,1.151548,0.127076,17846650,1.043462,0.058838,17605505,1.054892,0.058043,17629524,1.030033,0.058122,14887744,0.87046,0.049083,10744831,1.229468,0.035424,8207021,0.962372,0.027057,17850499,1.068811,0.058851,16447150,0.985486,0.054224,6402281,0.750745,0.021107,9539092,1.146316,0.031449,0.3324292462824078,0.3321925901155819,0.1697431222060798,0.1656350413959304,genome,GCA_000341915.2_ASM34191v2,Arthropoda (Mandibulata),Insecta,Diptera,Phoridae,Megaselia,Megaselia scalaris,60.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404004474.0,365062419,115576400,115539485,67021471,66981451,41075924,1.122924,0.112518,33952297,0.928476,0.093004,19451100,0.916985,0.053282,21080092,0.994375,0.057744,33107768,0.905381,0.090691,41062698,1.12328,0.112481,22102286,1.042303,0.060544,19249228,0.908301,0.052729,19272366,0.908559,0.052792,21082039,0.99419,0.057749,12756642,1.037074,0.034944,13899619,1.130669,0.038075,22102763,1.042615,0.060545,19425461,0.916616,0.053211,12700433,1.033121,0.03479,12741703,1.037098,0.034903,0.3165446363873554,0.3164435323102926,0.1835607197303315,0.1834511115720204,genome,GCA_002382865.2_ASM238286v2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis virescens,47.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368226961.0,367279984,118228429,118177380,65413339,65462813,42721185,1.122539,0.116318,35130163,0.923476,0.09565,19106502,0.907392,0.052022,21269894,1.009371,0.057912,34035215,0.894693,0.092668,42689884,1.122686,0.116233,22047887,1.047534,0.06003,19403779,0.921211,0.052831,19396850,0.921181,0.052812,21247111,1.009488,0.05785,11779539,1.011108,0.032072,12989493,1.114123,0.035367,22074516,1.047554,0.060103,19109564,0.907243,0.05203,12479072,1.070344,0.033977,11799330,1.011277,0.032126,0.321900995840087,0.321762004532534,0.178101148289175,0.1782358513382038,genome,GCA_003590095.1_tn1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Noctuidae,Trichoplusia,Trichoplusia ni,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
